2.999999999999999889e-01,4.199999999999999845e-01,7.600000000000000089e-01,1.439999999999999947e+00,1.699999999999999956e+00,2.899999999999999911e+00,4.599999999999999645e+00,7.820000000000000284e+00,1.201999999999999957e+01,1.989999999999999858e+01
4.000000000000000083e-02,0.000000000000000000e+00,8.000000000000000167e-02,4.000000000000000083e-02,1.400000000000000133e-01,4.000000000000000222e-01,8.000000000000000444e-01,2.100000000000000089e+00,4.102040816326530503e+00,1.125999999999999979e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,4.000000000000000083e-02,1.000000000000000056e-01,2.800000000000000266e-01,6.734693877551020114e-01,2.120000000000000107e+00,7.419999999999999929e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02,1.000000000000000056e-01,2.600000000000000089e-01,6.199999999999999956e-01,4.320000000000000284e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.200000000000000011e-01,2.800000000000000266e-01,2.836734693877550839e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,2.000000000000000042e-02,6.999999999999999556e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.399999999999999911e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02
