1.065725391242499542e+00,1.035001341195096236e+00,1.047435614894813183e+00,1.092169579777809707e+00,1.126668645252939305e+00,1.142279222488744805e+00,1.176132992346359929e+00,1.262876665755551242e+00,1.386993727094872009e+00,1.502776500192517961e+00
9.262528421642757248e-01,9.168033443267705751e-01,9.658266104346432401e-01,1.031197062038088808e+00,1.048152332892755334e+00,1.069480625552352349e+00,1.083739249510273339e+00,1.181621668076702658e+00,1.257450131236072632e+00,1.348917275806889693e+00
8.393246088831101126e-01,8.803861319504424632e-01,8.725916496153068858e-01,9.311231017083589911e-01,9.316875772394572763e-01,1.002230597866838657e+00,1.006894407702998206e+00,1.097236409650373945e+00,1.173636685892796461e+00,1.258380910971912847e+00
7.401866316845436833e-01,7.737245636744720656e-01,7.799894751746481170e-01,8.442350902166146920e-01,8.352468797852012905e-01,9.404143363328282268e-01,9.464500631521630680e-01,1.035289024868204288e+00,1.082297001728417252e+00,1.225756053456386496e+00
7.055633305442172709e-01,7.010388007467043270e-01,6.922957951796828713e-01,7.825744513987580309e-01,8.130704057849190702e-01,8.113037989952012197e-01,8.737957435528594941e-01,9.784829066362928929e-01,1.089763276746684495e+00,1.165870946048801482e+00
5.052664022389152798e-01,5.106046583522604321e-01,5.485848466623259867e-01,5.655936686392848411e-01,5.995078705723492218e-01,6.559815293562758498e-01,7.248739269966643084e-01,7.825827514888844538e-01,8.358907129880559506e-01,9.918935329947307089e-01
3.465997311217451915e-01,3.714716893098216066e-01,3.848118920763178852e-01,4.005393293793098608e-01,4.335323472477695117e-01,4.534771195792156040e-01,4.615121739422686220e-01,5.541773746146921864e-01,6.477862170224376603e-01,7.799129374606362797e-01
2.895598842953843177e-01,2.916355807401685984e-01,3.163260784461405239e-01,3.332175180426067418e-01,3.669176127602981619e-01,3.689628543930067450e-01,3.985147416348923666e-01,4.404905634626933297e-01,5.114892625881936050e-01,6.605727634478186783e-01
2.404587280370569236e-01,2.666579380154297518e-01,2.649540832702948490e-01,2.891003484066025364e-01,2.856825376866366506e-01,3.219342786700946091e-01,3.465946629130213785e-01,4.042732070245923515e-01,4.517610998703748271e-01,5.785350959970663176e-01
2.232663347398940457e-01,2.233959329791533333e-01,2.378795330980000011e-01,2.515870101665022562e-01,2.714431294242655168e-01,2.847593623400170859e-01,3.160718569834917169e-01,3.542320732030805885e-01,3.971082410531138196e-01,5.042820345489924527e-01
